区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
郫都,鹃城苑四期,郫筒-望东路109号,102,86,8431,2000年建造
郫都,上河苑,郫筒-梨园路一段987号,66,82,12335,2012年建造
郫都,景尚景二期,郫筒-景尚景街5号,105,90,8571,2012年建造
郫都,花样年龙年国际中心,郫筒-郫花路299号,101,81,8012,2015年建造
郫都,宇众悦城,红光-广场路北四段216号,77,85,11039,2014年建造
郫都,宋公桥社区天山小区,郫筒-望丛西路82号,126,90,7143,2003年建造
郫都,公园1号,"红光-幸福路北一段,近思源路",71,82,11405,2016年建造
郫都,福博苑,郫筒-城东巷209号,107,85,7944,2009年建造
郫都,沙西明珠,安德-元丰街,134,85,6343,2012年建造
郫都,百花小区,三道堰-水乡街573号,111,95,8559,2010年建造
郫都,中冶中央公园,郫筒-西梨路一段708号,78,83,10641,2013年建造
郫都,红瓦一二期,郫筒-红瓦街80号,105,85,8095,2000年建造
郫都,星南苑,郫筒-新南街282号,115,86,7456,1999年建造
郫都,农行家属院(郫县),郫筒-望丛中路448号,142,93,6549,2008年建造
郫都,天府上河居,安德-永乐路46号,111,80,7207,2013年建造
郫都,宋公桥社区天山小区,郫筒-望丛西路82号,122,92,7541,2008年建造
郫都,滨河花园,郫筒-望丛东路478号,109,98,8991,2008年建造
郫都,星南苑,郫筒-新南街282号,115,88,7599,2000年建造
郫都,石牛小区,郫筒-望丛西路410号,105,85,8095,2007年建造
郫都,城东巷120号院,郫筒-城东巷120号,120,95,7858,2008年建造
郫都,青杠院,三道堰-蜀源大道,85,45,5294,2011年建造
郫都,天立香缇华府,郫筒-蜀信东路200号,79,96,12152,2015年建造
郫都,万景峰东区,红光-西区大道1668号,86,95,10937,2010年建造
郫都,西郡英华三期,红光-三观庙街218号,86,93,10814,2013年建造
郫都,蓉树园,红光-三观庙街280号,85,95,11122,2015年建造
郫都,龙湖时代天街(商住楼),高新西区-合作路89号,61,44,7213,2014年建造
郫都,中平苑,安德-郫彭路,52,28,5385,2011年建造
郫都,上锦颐园佳境,红光-尚锦路268号,85,83.5,9718,2012年建造
郫都,玉龙村金竹苑小区,犀浦-恒山南街312号,103,105,10181,2003年建造
郫都,柏林阳光华庭,三道堰-永宁西路,52,28,5385,2014年建造
郫都,上锦颐园佳境,红光-尚锦路268号,87,87,9916,2012年建造
郫都,成都后花园蝶院,犀浦-国宁东路,91,100,10989,2018年建造
郫都,宋公桥社区天山小区,郫筒-望丛西路82号,91,67,7346,2002年建造
郫都,成都后花园蝶院,犀浦-国宁东路,78,85,10897,2016年建造
郫都,百花小区,三道堰-水乡街573号,117,88,7499,2012年建造
郫都,芙蓉山水,三道堰-水乡街138号,86,70,8107,2012年建造
郫都,绿地国际花都三期,郫筒-创智南一路39号,73,84,11461,2014年建造
郫都,正成名城左岸,红光-红佳东路8号,80,88,10955,2008年建造
郫都,蓉树园,红光-三观庙街280号,84,86,10152,2015年建造
郫都,华侨凤凰国际城(商住楼),郫筒-望丛西路299号,37,27,7297,2016年建造
郫都,万树森林2期,犀浦-天府大道23号,155,220,14143,2010年建造
郫都,时代睿城,红光-尚华路108号,73,91,12331,2015年建造
郫都,国土局家属区,郫筒-包家巷91号,128,79,6172,2000年建造
郫都,山木居,红光-家园路99号,97,87,8904,2008年建造
郫都,山木居,红光-家园路99号,97,81,8351,2012年建造
郫都,合能四季城2期,犀浦-龙吟路230号,63,96,15238,2013年建造
郫都,西蜀名居,安德-蜀汉南街18号,117,48,4103,2011年建造
郫都,堰上人家,三道堰-郫彭路,88,35,3977,2012年建造
郫都,沙西印象,安德-滨河路,82,37,4512,2010年建造
郫都,宋公桥社区天山小区,郫筒-望丛西路82号,91,70,7675,2009年建造
郫都,中冶中央公园,郫筒-西梨路一段708号,62,68,10880,2012年建造
郫都,橡树湾A区,红光-西区大道1398号,52,96,18462,2014年建造
郫都,天邑宏御花园御苑,红光-学府南路9号,93,85,9049,2010年建造
郫都,逸树美家,安德-蜀源南路399号,70,37.5,5357,2011年建造
郫都,恒大帝景,红光-双柏路6号,89,90,10033,2016年建造
郫都,堰北印象,三道堰-永宁东路69号,45,18,4000,2010年建造
郫都,时代豪廷广场,郫筒-望丛中路1088号,102,103,10098,2015年建造
郫都,恒大帝景(商住楼),红光-双柏路6号,35,21,6000,2016年建造
郫都,时代花城一期,郫筒-安民街36号,164,150,9146,2010年建造
郫都,中平苑三期,安德-蜀源南路689号,76,38,5000,2010年建造
郫都,保利香槟国际,高新西区-天目路77号,86,156,17999,2012年建造
郫都,源滩,三道堰-河景三巷139号,85,43,5059,2012年建造
郫都,十里水乡,三道堰-永宁西路,89,57,6355,2014年建造
郫都,中平苑,安德-郫彭路,48,33,6748,2010年建造
郫都,中铁奥维尔一期,郫筒-梨园路一段528号,80,110,13680,2014年建造
郫都,万基金蓝湾,红光-广场路北一段50号,132,122,9242,2009年建造
郫都,西郡英华二期,"红光-港大路,近檬柏路",72,85,11806,2013年建造
郫都,西蜀子云花都,农科村-子云西路54号,118,66,5593,2008年建造
郫都,三九八家属区,郫筒-长清路91号,84,60.8,7168,2006年建造
郫都,上锦颐园,红光-尚锦路166号,89,85,9551,2015年建造
郫都,锦绣西苑,郫筒-杜鹃路41号,128,95,7422,2010年建造
郫都,金枫名苑,犀浦-银河路99号,69,79.9,11496,2013年建造
郫都,中平苑,安德-郫彭路,84,30.5,3618,2013年建造
郫都,华侨凤凰国际城,郫筒-望丛西路299号,37,31.5,8514,2016年建造
郫都,书香府邸,高新西区-天目路196号,84,123,14643,2018年建造
郫都,花样年龙年国际中心,郫筒-郫花路299号,86,80,9293,2014年建造
郫都,蜀都万达广场,郫筒-望丛东路347号,32,21,6563,2018年建造
郫都,银杏苑,犀浦-恒山南街112号,113,85,7522,1998年建造
郫都,英伦,高新西区-天目路186号,87,127,14598,2013年建造
郫都,沙西印象,安德-滨河路,82,31,3780,2010年建造
郫都,蜀郡杜鹃城,安德-政府路1号,105,56,5329,2018年建造
郫都,恒山苑,犀浦-恒山南街286号,154,130,8442,2006年建造
郫都,堰乡苑社区,三道堰-水乡街439号,90,36,3987,2011年建造
郫都,正成名城左岸,红光-红佳东路8号,120,108,9000,2012年建造
郫都,绿地国际花都三期(商住楼),郫筒-创智南一路39号,42,39,9286,2018年建造
郫都,东方威尼斯,三道堰-永宁西路405号,89,38,4243,2012年建造
郫都,西都会,三道堰-成灌西路9号,59,45,7627,2010年建造
郫都,上锦颐园,红光-尚锦路166号,138,118,8519,2012年建造
郫都,尚林家园,犀浦-恒山北街99号,106,106,9978,2009年建造
郫都,龙湖时代天街,高新西区-合作路89号,100,100,10000,2018年建造
郫都,逸树美家,安德-蜀源南路399号,97,45,4639,2011年建造
郫都,万景峰东区,红光-西区大道1668号,86,95,10937,2012年建造
郫都,时代睿城,红光-尚华路108号,75,95,12650,2013年建造
郫都,水上芙蓉,三道堰-二堰一巷19号,73,38.8,5315,2010年建造
郫都,望阳居,三道堰-水乡街193号,103,38,3689,2010年建造
郫都,龙湖弗莱明戈一期,郫筒-蜀信东路18号,92,152,16522,2014年建造
郫都,蜀郡杜鹃城,安德-政府路1号,158,68,4304,2014年建造
郫都,合能四季城1期,犀浦-福梓路221号,93,135,14508,2012年建造
郫都,公园1号,"红光-幸福路北一段,近思源路",71,83.7,11660,2015年建造
郫都,一里阳光,郫筒-一里阳光街361号,88,119,13386,2012年建造
郫都,西郡英华二期,"红光-港大路,近檬柏路",90,98,10889,2015年建造
郫都,逸树美家,安德-蜀源南路399号,118,48,4068,2010年建造
郫都,绿地国际花都三期,郫筒-创智南一路39号,47,46,9787,2018年建造
郫都,西区地标,犀浦-泰山南街122号,58,63,10862,2018年建造
郫都,锦岸,团结-环城东路一段371号,86,39.9,4640,2010年建造
郫都,蜀都万达广场,郫筒-望丛东路347号,26,21,8077,2018年建造
郫都,西蜀名居,安德-蜀汉南街18号,130,46,3538,2010年建造
郫都,游龙小区,郫筒-一环路东南段17号,75,52,6933,2002年建造
郫都,天府上河居,安德-永乐路46号,110,58,5273,2018年建造
郫都,绿地国际花都三期,郫筒-创智南一路39号,100,126,12495,2012年建造
郫都,田园诗驿,安德-新民场环城路47号,60,30,5000,2018年建造
郫都,今日田园,农科村-子云路98号,309,245,7929,2010年建造
郫都,西蜀名居,安德-蜀汉南街18号,118,42,3559,2010年建造
郫都,十里水乡,三道堰-永宁西路,70,42,6000,2013年建造
郫都,中平苑,安德-郫彭路,132,55,4167,2013年建造
郫都,蜀都万达广场,郫筒-望丛东路347号,37,28,7568,2018年建造
郫都,碧林,高新西区-汇川街599号,139,330,23575,2018年建造
郫都,锦绣东方,郫筒-东大街268号,106,90,8491,2010年建造
郫都,金枫名苑,犀浦-银河路99号,70,79.9,11414,2016年建造
郫都,一里阳光,郫筒-一里阳光街361号,59,48,8136,2017年建造
郫都,蔚蓝卡地亚黑钻(别墅),郫筒-郫花路888号,383,497,12977,2014年建造
郫都,上锦颐园,红光-尚锦路166号,89,75,8412,2012年建造
郫都,西江月,犀浦-金粮路599号,116,140,12069,2012年建造
郫都,蔚蓝卡地亚黑钻(别墅),郫筒-郫花路888号,383,499,13029,2014年建造
郫都,景尚景一期,郫筒-景尚景街28号,101,105,10322,2009年建造
郫都,逸树美家,安德-蜀源南路399号,95,40,4211,2011年建造
郫都,楠林水岸,三道堰-水乡街337号,77,28,3636,2013年建造
郫都,蜀都万达广场,郫筒-望丛东路347号,42,46,10952,2018年建造
郫都,蜀都万达广场,郫筒-望丛东路347号,35,32,9143,2015年建造
郫都,橡树湾A区,红光-西区大道1398号,87,154,17701,2012年建造
郫都,水榭名居,团结-环城东路一段217号,93,38,4077,2011年建造
郫都,今日田园,农科村-子云路98号,323,260,8050,2010年建造
新都,富力桃园二期,新都老城-兴城大道108号,86,96,11163,2015年建造
新都,成都一镇,石板滩-美泰路9号,99,85.8,8667,2013年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",92,85,9198,2018年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,115,130,11304,2013年建造
新都,北欧印象,新都新城-天香南路189号,89,125,14045,2014年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",82,73,8852,2018年建造
新都,富力桃园二期,新都老城-兴城大道108号,77,88,11429,2014年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,118,135,11380,2012年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,40,9639,2017年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,40,9756,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",45,45,10000,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,40,9615,2017年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",134,136,10149,2018年建造
新都,传化国际新城,新都新城-物流大道666号,45,40,8889,2015年建造
新都,润扬北城1号,新都新城-万和北路8号,102,125,12239,2014年建造
新都,时代锦翠,大丰-新水碾路286号,96,106,10973,2016年建造
新都,常青藤二期,大丰-华美东街68号,117,117,10000,2013年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",102,88,8612,2018年建造
新都,世玺,新繁-锦溪路83号,105,68,6476,2018年建造
新都,世玺,新繁-锦溪路83号,92,56,6041,2016年建造
新都,博雅丽景,大丰-蓉北路二段227号,82,78,9453,2010年建造
新都,万科五龙山珑溪,五龙山-五龙山路,486,630,12963,2014年建造
新都,思学园智能村,新都新城-龙家湾巷136号,29,30,10345,2015年建造
新都,北欧印象,新都新城-天香南路189号,89,139.8,15708,2014年建造
新都,和信沪丰领地,大丰-金虎路27号,41,41,10000,2016年建造
新都,和信沪丰领地,大丰-金虎路27号,62,61,9839,2014年建造
新都,城北优品道(商住楼),大丰-诚信路338号,41,40,9756,2015年建造
新都,龙湖听蓝湾,"大丰-方元路,近新水碾路",41,41,10000,2014年建造
新都,桂湖名城,新都老城-电子路中段144号,45,40,8889,2015年建造
新都,源上湾万融城三期D区,斑竹园-兴贸大道,44,44,10000,2016年建造
新都,龙腾嘉园,斑竹园-杏林路一段21号,100,88,8785,2013年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,115,130,11304,2012年建造
新都,富力桃园二期,新都老城-兴城大道108号,118,130,11017,2015年建造
新都,富力桃园一期,新都老城-兴城大道777号,128,130,10156,2010年建造
新都,富力桃园二期,新都老城-兴城大道108号,85,100,11765,2015年建造
新都,欧尚花园,新繁-繁崇路198号,98,64,6531,2018年建造
新都,盛世名城,大丰-先驱大道7号,121,140,11570,2018年建造
新都,常青藤三期,大丰-互惠大道39号,117,117,10000,2013年建造
新都,常青藤二期,大丰-华美东街68号,117,117,10000,2014年建造
新都,外滩1号,新繁-滨江西路467号,93,75,8065,2018年建造
新都,润扬北城1号,新都新城-万和北路8号,123,195,15845,2012年建造
新都,润扬北城1号,新都新城-万和北路8号,78,100,12821,2014年建造
新都,润扬北城1号,新都新城-万和北路8号,101,125,12293,2014年建造
新都,常青藤二期,大丰-华美东街68号,117,117,10000,2008年建造
新都,北欧印象,新都新城-天香南路189号,82,116,14146,2014年建造
新都,富力桃园二期,新都老城-兴城大道108号,89,109,12247,2015年建造
新都,海伦国际,新都老城-博海路83号,76,98,12894,2015年建造
新都,恒大御府,新都老城-运力路197号,105,102,9714,2016年建造
新都,翰香府,新都新城-学院路东段300号,135,130,9629,2010年建造
新都,欧尚花园,新繁-繁崇路198号,97,63,6495,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,120,11881,2018年建造
新都,盛世名城,大丰-先驱大道7号,121,215,17769,2013年建造
新都,博雅桂湖郡,新都老城-天缘路二段278号,168,170,10088,2008年建造
新都,外滩1号,新繁-滨江西路467号,98,70,7143,2018年建造
新都,新都花园二期,新都老城-新园路66号,35,40,11429,2018年建造
新都,广场丽苑,新都老城-宝光大道中段159号,23,19.9,8652,2018年建造
新都,海高伦美林国际社区,新繁-繁川家具大道957号,103,80,7767,2018年建造
新都,世玺,新繁-锦溪路83号,104,68,6538,2018年建造
新都,海高伦美林国际社区,新繁-繁川家具大道957号,97,74,7629,2018年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,114,175,15351,2013年建造
新都,圣迈德广场,大丰-大丰蓉北路二段,49,39,7959,2015年建造
新都,保利大都汇,"大丰-北星大道,近甫家二路西段",37,62,16757,2018年建造
新都,汇融达令港,大丰-方营路555号,89,108,12079,2013年建造
新都,桂湖名城,新都老城-电子路中段144号,45,35,7778,2017年建造
新都,汇融达令港,大丰-方营路555号,108,127,11759,2012年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",71,82,11549,2016年建造
新都,缤纷翠微,新都新城-蜀龙大道中段988号,72,87,11983,2013年建造
新都,昊天苑,新都老城-工业大道西段97号,131,90,6870,2008年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,40,9756,2020年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,40,9756,2017年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",40,40,10000,2017年建造
新都,城北优品道,大丰-诚信路338号,45,38,8444,2018年建造
新都,新派客,新都老城-蓉都大道南二段133号,40,30,7500,2017年建造
新都,世玺,新繁-锦溪路83号,94,56,5957,2016年建造
新都,盛世名城,大丰-先驱大道7号,121,140,11570,2014年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,37,9024,2018年建造
新都,欧尚花园,新繁-繁崇路198号,73,40,5479,2018年建造
新都,缤纷翠微,新都新城-蜀龙大道中段988号,88,100,11249,2012年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,136,161,11779,2012年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,39,9512,2017年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,147,200,13569,2014年建造
新都,博海城一期,新都老城-博海路2号,115,145,12524,2014年建造
新都,富力桃园二期,新都老城-兴城大道108号,87,103,11839,2017年建造
新都,北新国际,大丰-互惠大道158号,37,45,12162,2012年建造
新都,富力桃园一期,新都老城-兴城大道777号,93,100,10695,2011年建造
新都,富力桃园二期,新都老城-兴城大道108号,86,103,11977,2015年建造
新都,爵领欧城,五龙山-江陵路335号,102,112,10938,2010年建造
新都,北新国际,大丰-互惠大道158号,31,38,12258,2015年建造
新都,润扬北城1号,新都新城-万和北路8号,103,125,12071,2015年建造
新都,万科双水岸,新都新城-毗河东路6号,89,105,11798,2010年建造
新都,新派客,新都老城-蓉都大道南二段133号,80,60,7500,2018年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,116,123,10552,2012年建造
新都,桂湖名都,新都老城-桂湖西路20号,114,80,7010,2009年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,41,10000,2014年建造
新都,三佳悦都,新都新城-川陕路,47,40,8511,2018年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",90,67,7426,2019年建造
新都,香城润园,新繁-润澜路16号,103,62.8,6097,2015年建造
新都,欧尚花园,新繁-繁崇路198号,95,50,5263,2018年建造
新都,保利拉斐庄园西区(别墅),五龙山-蜀龙大道南段1399号,460,800,17391,2011年建造
新都,三合嘉苑,五龙山-蜀龙大道南段800号,108,83,7685,2008年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,88,93,10568,2015年建造
新都,新派客,新都老城-蓉都大道南二段133号,40,30,7500,2018年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,82,90,10858,2012年建造
新都,恒大御府,新都老城-运力路197号,108,100,9259,2000年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,129,152,11718,2015年建造
新都,香域中央,新都新城-蜀龙大道中段333号,113,118,10442,2010年建造
新都,汇融生活广场,大丰-方元路55号,85,110,12941,2015年建造
新都,富力桃园二期,新都老城-兴城大道108号,98,122,12449,2015年建造
新都,城北优品道(商住楼),大丰-诚信路338号,41,41,10000,2017年建造
新都,北新国际,大丰-互惠大道158号,31,36,11613,2014年建造
新都,万千城,新都新城-蜀龙大道中段1040号,70,73,10402,2010年建造
新都,万科五龙山公园龙山1号,"五龙山-龙山路,近五龙山路",478,630,13160,2015年建造
新都,富力桃园二期,新都老城-兴城大道108号,85,93,10941,2017年建造
新都,万科五龙山九墅,五龙山-三河街道叠秀路1999号,478,630,13180,2012年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,123,146,11870,2013年建造
新都,保利春天花语,大丰-赵家寺路386号,87,110,12644,2013年建造
新都,保利公园198,五龙山-蜀龙路1399号,73,117,16027,2014年建造
新都,保利城四期,大丰-诚信路,96,105,10938,2016年建造
新都,保利公园198,五龙山-蜀龙路1399号,80,93,11625,2014年建造
新都,丰和日丽,大丰-花都大道783号,85,88,10261,2009年建造
新都,北新国际,大丰-互惠大道158号,31,45,14516,2013年建造
新都,北新国际,大丰-互惠大道158号,62,45,7258,2014年建造
新都,东骏湖景湾,新都新城-马超东路555号,215,270,12558,2010年建造
新都,香城河畔,新都老城-宝光大道南段2198号,105,110,10404,2015年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,88,106,11924,2012年建造
新都,堤亚纳河谷,新都新城-水河东路1号,58,65,11207,2016年建造
新都,外滩1号,新繁-滨江西路467号,93,56,6022,2018年建造
新都,缤纷时代广场,新都新城-兴乐北路88号,38,30,7895,2012年建造
新都,缤纷翡翠湾,斑竹园-南江路56号,113,96,8448,2017年建造
新都,保利公园198,五龙山-蜀龙路1399号,117,140,11966,2011年建造
新都,保利大都汇,"大丰-北星大道,近甫家二路西段",36,42,11667,2017年建造
新都,北新国际,大丰-互惠大道158号,111,120,10796,2014年建造
新都,民生新干线,大丰-大天路258号,91,110,12088,2011年建造
新都,新派客,新都老城-蓉都大道南二段133号,80,70,8750,2015年建造
新都,麦田国际社区,新都老城-工业大道西段393号,108,116,10643,2016年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,130,155,11877,2014年建造
新都,香城润园,新繁-润澜路16号,126,90,7092,2014年建造
新都,龙腾嘉园,斑竹园-杏林路一段21号,100,72,7195,2014年建造
新都,传化国际新城,新都新城-物流大道666号,103,105,10194,2014年建造
新都,交大香洲半岛南庭,新都新城-翠微路38号,129,130,10008,2010年建造
新都,万科五龙山蓝山别墅,五龙山-龙秀路89号,478,688,14372,2014年建造
新都,东骏湖景湾,新都新城-马超东路555号,113,155,13717,2012年建造
新都,邑品天都,新都新城-万和北路1号,131,176,13345,2012年建造
新都,新神风八座,新都老城-学院路西段487号,80,86,10750,2014年建造
新都,我的大学,新都新城-同仁路199号,33,30,9091,2018年建造
新都,蝴蝶谷东区,五龙山-零二四乡道,368,398,10815,2010年建造
新都,欧尚花园,新繁-繁崇路198号,90,40,4444,2018年建造
新都,蓝光花满庭2期北区,大丰-博雅路199号,48,62,12917,2014年建造
新都,交大数字三区,大丰-花都大道318号,70,89,12644,2013年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,130,140,10769,2011年建造
新都,天府江南春晖坊,五龙山-天海路123号,75,75,9973,2010年建造
新都,保利公园198,五龙山-蜀龙路1399号,83,97,11687,2014年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,42,41,9762,2016年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",33,30,9091,2015年建造
新都,天旭逸城,石板滩-聚缘路168号,116,120,10345,2012年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,101,110,10891,2012年建造
新都,汇融悉尼湾,大丰-华美东街132号,90,130,14414,2012年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,112,135,11959,2009年建造
新都,富城花园,新都老城-电子路550号,135,106,7852,2005年建造
新都,保利城二期,大丰-寸龙桥路189号,91,115,12625,2015年建造
新都,北庭香澜郡,大丰-大丰街道蓉北路三段201号,99,88,8889,2018年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,116,125,10776,2010年建造
新都,桂湖名城,新都老城-电子路中段144号,44,34,7727,2015年建造
新都,蝴蝶谷东区,五龙山-零二四乡道,370,500,13514,2013年建造
新都,东骏湖景湾,新都新城-马超东路555号,139,212,15252,2015年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,108,135,12456,2014年建造
新都,欧尚花园,新繁-繁崇路198号,130,55,4231,2014年建造
新都,北新润苑1期,大丰-赵家寺路100号,118,130,10992,2010年建造
新都,润扬北城1号,新都新城-万和北路8号,89,106,11909,2013年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,66,78,11818,2017年建造
新都,保利城三期,大丰-寸龙桥路186号,74,87.8,11795,2015年建造
新都,北欧知识城,斑竹园-云兴路418号,64,60,9331,2017年建造
新都,合景格林春天,新都新城-蓉都大道北一段168号附5号,107,95,8879,2010年建造
新都,叠香庄园,新都新城-学院路东段600号,117,165,14015,2010年建造
新都,保利公园198,五龙山-蜀龙路1399号,123,143,11626,2012年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,125,12376,2018年建造
新都,兴想花园,大丰-方元路633号,86,108,12510,2012年建造
新都,成都海峡茶城,五龙山-厚诚路8号,41,42,10244,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,43.8,10683,2018年建造
新都,香域中央,新都新城-蜀龙大道中段333号,108,130,12016,2012年建造
新都,交大云堤别墅,斑竹园-竹韵大道208号,121,145,11983,2013年建造
新都,橄榄郡,新都新城-育英路80号,83,98,11807,2010年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,120,11881,2017年建造
新都,北新润苑2期,大丰-詹家湾路2号,80,89,11125,2012年建造
新都,北新国际,大丰-互惠大道158号,111,138,12415,2013年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,116,125,10723,2009年建造
新都,绿地城,大丰-诚信路199号,104,129,12404,2016年建造
新都,嘉美华凯4期,大丰-花都大道713号,83,95,11388,2012年建造
新都,汇融广场,大丰-方元路55号,86,80,9301,2016年建造
新都,博雅新城C区,大丰-晓初滨河路一巷166号,77,85,11039,2009年建造
新都,兴想花园,大丰-方元路633号,100,112,11178,2013年建造
新都,传化国际新城,新都新城-物流大道666号,34,28,8235,2014年建造
新都,交大香洲半岛南庭,新都新城-翠微路38号,118,115,9746,2011年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",122,120,9836,2017年建造
新都,堤亚纳河谷,新都新城-水河东路1号,81,85,10494,2014年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,101,110,10891,2010年建造
新都,蓝光花满庭2期北区,大丰-博雅路199号,60,62,10333,2015年建造
新都,蝴蝶谷东区,五龙山-零二四乡道,351,490,13960,2013年建造
新都,澳洲湾,新都新城-兴城大道533号,89,113,12648,2017年建造
新都,城北优品道,大丰-诚信路338号,40,33.6,8400,2014年建造
新都,东骏湖景湾,新都新城-马超东路555号,107,135,12617,2006年建造
新都,麦田国际社区,新都老城-工业大道西段393号,109,120,10985,2010年建造
新都,恒大御府,新都老城-运力路197号,122,108,8848,2018年建造
新都,香城河畔,新都老城-宝光大道南段2198号,71,85,11930,2016年建造
新都,融创凯旋公馆,大丰-润丰路100号,70,96,13638,2015年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,123,156,12604,2014年建造
新都,新派客,新都老城-蓉都大道南二段133号,80,70,8750,2016年建造
新都,新派客,新都老城-蓉都大道南二段133号,80,60,7500,2014年建造
新都,富力桃园二期,新都老城-兴城大道108号,98,100,10204,2013年建造
新都,香城名都,新都新城-蓉都大道南一段333号,74,75,10135,2010年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,220,290,13182,2014年建造
新都,御城,新都新城-育英路181号,89,95,10674,2012年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,88,100,11364,2012年建造
新都,毗河新城,斑竹园-廊桥步行街36号,86,55,6330,2010年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,250,355,14200,2008年建造
新都,新派客,新都老城-蓉都大道南二段133号,40,34,8500,2017年建造
新都,我的大学,新都新城-同仁路199号,77,85,10983,2010年建造
新都,圣采泊尚,大丰-敬成路501号,78,98,12564,2015年建造
新都,鲜花优活居,新都新城-同心路168号,37,34,9189,2017年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,108,138,12740,2013年建造
新都,香界,新都老城-新泰西路306号,102,110,10784,2012年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",134,160,11940,2018年建造
新都,保利城三期,大丰-寸龙桥路186号,87,162,18621,2015年建造
新都,交大香洲半岛南庭,新都新城-翠微路38号,134,128,9496,2012年建造
新都,天晨花溪碧,大丰-蓉北路三段223号,85,85,9904,2012年建造
新都,博雅新城C区,大丰-晓初滨河路一巷166号,88,101,11387,2010年建造
新都,万科金域缇香,新都新城-绕城大道南一段,128,190,14844,2015年建造
新都,富力桃园二期,新都老城-兴城大道108号,86,91,10581,2012年建造
新都,尚林花园,大丰-大天路999号,82,102,12317,2013年建造
新都,鹏发绿岛,斑竹园-北街68号,99,77,7778,2012年建造
新都,麦田国际社区,新都老城-工业大道西段393号,88,90,10119,2013年建造
新都,万科金域缇香,新都新城-绕城大道南一段,128,190,14844,2016年建造
新都,保利公园198,五龙山-蜀龙路1399号,119,140,11765,2015年建造
新都,博海城一期,新都老城-博海路2号,115,145,12532,2010年建造
新都,叠香庄园,新都新城-学院路东段600号,86,88,10233,2015年建造
新都,保利大都汇(别墅),"大丰-北星大道一段,近甫家二路",150,260,17333,2018年建造
新都,北新润苑1期,大丰-赵家寺路100号,119,135,11345,2012年建造
新都,欧尚花园,新繁-繁崇路198号,70,42,6000,2017年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,98,118,11961,2013年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,114,118,10324,2016年建造
