区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
温江,水韵华府,光华新城-江平路1111号,79,120,15189,2010年建造
温江,珠江青云台,温江城区-同兴东路399号,78,100,12820,2016年建造
温江,金恒德时代金悦,温江城区-政通东路369号,134,142,10597,2015年建造
温江,置信学府杏林二期,芙蓉古城-隆平路760号,122,128,10492,2011年建造
温江,都市水岸,温江城区-杨柳东路中段268号,96,103,10729,2007年建造
温江,东原城,金马镇-太极大道66号,88,95,10795,2012年建造
温江,星光华印象,温江城区-政通东路269号,78,105,13325,2015年建造
温江,佳兆业丽晶港,温江城区-同兴东路88号,88,138,15682,2012年建造
温江,洲际春天广场,光华新城-温泉大道二段177号,71,128,18028,2013年建造
温江,海峡新城,温江大学城-南熏大道三段878号,75,95,12667,2008年建造
温江,和信孔雀城,温江城区-南江路666号,105,125,11905,2012年建造
温江,东原城,金马镇-太极大道66号,95,90,9474,2016年建造
温江,西蜀尚都,温江城区-长安路244号,92,102,11081,2009年建造
温江,七彩花都B区2期,温江城区-花都大道西段622号,100,118,11800,2013年建造
温江,千禧河畔I号A区,光华新城-江安路196号,88,130,14703,2016年建造
温江,中铁丽景书香,温江大学城-学海路88号,86,96,11060,2016年建造
温江,泰合新光华府,"温江城区-温泉大道二段,近凤溪大道",80,93,11625,2015年建造
温江,鹭湖宫11区,国色天香-春平路66号,104,105,10096,2015年建造
温江,鹭湖宫15区,国色天香-春江西路,197,300,15228,2018年建造
温江,柳城印象国际公馆,温江城区-南熏大道二段959号,59,60,10169,2011年建造
温江,花样年花样城五期,金马镇-太极大道266号,68,58,8471,2012年建造
温江,地铁首座,温江大学城-学府路南段133号,89,95,10674,2016年建造
温江,置信香颐丽都(别墅),国色天香-天乡路二段88号,311,405,13023,2013年建造
温江,珠江克莱国际公寓,温江城区-光华大道三段1818号,53,43,8052,2018年建造
温江,东原城,金马镇-太极大道66号,110,96,8727,2010年建造
温江,东原城,金马镇-太极大道66号,98,85,8673,2010年建造
温江,海科名城,温江大学城-学府路南段588号,87,81,9230,2009年建造
温江,世纪滨江,温江大学城-杨柳河金河西路283号,92,105,11412,2014年建造
温江,大庆蜀苑,国色天香-春江南路98号,104,69,6635,2007年建造
温江,东原城,金马镇-太极大道66号,86,72,8372,2014年建造
温江,朝阳时代西锦,温江城区-花径街100号,86,89,10349,2013年建造
温江,鹭湖宫7区B区,国色天香-春江西路398号,89,90,10112,2012年建造
温江,中新公园大道,光华新城-清泉北街66号,122,142,11639,2012年建造
温江,珠江克莱国际公寓,温江城区-光华大道三段1818号,78,63,8077,2016年建造
温江,芙蓉田园,芙蓉古城-康安路366号,85,75,8762,2015年建造
温江,水韵尚城,温江大学城-海科路东段519号,186,152,8172,2012年建造
温江,千禧河畔I号A区,光华新城-江安路196号,86,126,14523,2015年建造
温江,鹭湖宫7区B区,国色天香-春江西路398号,117,120,10256,2012年建造
温江,鹭湖宫11区,国色天香-春平路66号,82,76,9268,2016年建造
温江,榕树岭,温江大学城-南熏大道三段69号,128,135,10547,2014年建造
温江,锦汇城二期,国色天香-科锦路355号,45,38,8444,2017年建造
